loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
747,2,Not Graduate,No,6323790.0,39125889,4,551.0,5606272.0,715918,23413537,9669455,Rejected
748,3,Not Graduate,No,2962660.0,5140459,8,465.0,11584148.0,9783541,1162877,14650391,Rejected
749,5,Graduate,Yes,7652396.0,22056887,8,,18888665.0,6794455,13685184,5850694,Approved
750,3,Graduate,No,9263829.0,18996830,6,670.0,10922863.0,16550324,19217689,13169234,Approved
751,0,Graduate,No,6460432.0,13868284,18,897.0,12285945.0,8702639,14297161,4098447,Approved
752,5,Not Graduate,Yes,6946389.0,36219794,12,402.0,14754027.0,8290119,2598848,5020000,Rejected
753,3,Not Graduate,No,3499280.0,5909366,10,893.0,12797622.0,6103586,2625580,6122275,Approved
754,2,Graduate,No,2315789.0,28014080,12,425.0,24845648.0,4685615,1525264,10224940,Rejected
755,0,Not Graduate,Yes,5018529.0,28620135,16,337.0,4779577.0,10726906,9964264,7546889,Rejected
756,4,Graduate,Yes,7497881.0,38372309,10,647.0,30134.0,1408152,15291848,7360318,Rejected
757,3,Graduate,Yes,4712620.0,1961257,8,512.0,1753470.0,13655853,1247206,5200938,Approved
758,3,Not Graduate,No,1274013.0,33708062,14,618.0,18678778.0,3255855,1823294,10112050,Rejected
759,5,Graduate,Yes,,30737645,10,725.0,12424323.0,8341671,9889174,11397838,Approved
760,4,Not Graduate,No,901477.0,32276637,8,546.0,21015374.0,12369585,10326108,9988202,Rejected
761,0,Graduate,No,1658071.0,19474474,10,585.0,2869193.0,4124422,24541505,3134210,Approved
762,1,Not Graduate,Yes,6298147.0,27732621,8,530.0,20091702.0,19125854,10250705,6244033,Rejected
763,1,Not Graduate,No,430882.0,21251549,16,619.0,28081221.0,8017723,3408475,9147626,Approved
764,4,Graduate,No,,23787580,16,811.0,9236322.0,5750677,1776500,5034473,Approved
765,0,Not Graduate,No,6365187.0,36558287,2,820.0,-33731.0,5027346,14268969,8581594,Approved
766,3,Not Graduate,Yes,9064721.0,21438355,6,524.0,17477592.0,9058371,5298928,8835652,Approved
767,4,Graduate,No,9655385.0,15848509,8,805.0,3495935.0,8645625,221510,3410766,Approved
768,5,Graduate,No,7797668.0,5195344,4,406.0,18776174.0,10602593,15445758,5926179,Approved
769,2,Not Graduate,No,2325786.0,11954534,10,630.0,21802309.0,14409734,808778,10676016,Rejected
770,4,Graduate,Yes,5791845.0,7613589,16,304.0,2368170.0,18638029,24198726,6938080,Rejected
771,0,Graduate,No,2605071.0,25871594,4,767.0,15705633.0,13725994,7528234,3456768,Approved
772,5,Graduate,No,6605546.0,34063608,18,815.0,20911646.0,2852639,17369815,1096139,Approved
773,0,Graduate,Yes,1255374.0,31335322,14,462.0,4960859.0,3919760,19271223,690089,Rejected
774,2,Not Graduate,No,708377.0,10437559,12,830.0,22843457.0,12593380,1139278,7199144,Approved
775,4,Graduate,No,2756471.0,18392993,16,381.0,3079520.0,4729727,181662,4141384,Rejected
776,0,Graduate,No,1850024.0,31238297,4,780.0,2629418.0,5632080,18678610,9862328,Approved
777,1,Graduate,No,3423479.0,17400636,10,815.0,19090873.0,10811039,8986232,1282814,Approved
778,4,Graduate,No,8771090.0,15221354,8,486.0,15623013.0,2948283,3005129,4846073,Approved
779,4,Not Graduate,No,7843064.0,10678806,16,445.0,28772162.0,17585638,15276463,14960531,Approved
780,3,Graduate,No,6490610.0,29806516,2,451.0,26781668.0,3823079,24569473,10056157,Rejected
781,4,Not Graduate,No,6863240.0,26137401,6,662.0,25130451.0,13808605,10177372,12632077,Approved
782,3,Graduate,No,564758.0,2333621,20,392.0,9064872.0,7812573,24400969,14203769,Rejected
783,1,Graduate,No,2168062.0,15387882,16,330.0,6910459.0,1623328,23446761,4829910,Rejected
784,2,Not Graduate,No,2986376.0,33588698,10,839.0,2411570.0,11094121,10634760,5110876,Approved
785,1,Graduate,No,7399186.0,33703195,8,348.0,2613668.0,6197888,12306289,2616306,Rejected
786,5,Not Graduate,No,1720910.0,4019931,12,557.0,2843467.0,5155811,15889950,12698345,Approved
787,3,Not Graduate,Yes,6052658.0,8353633,10,817.0,15200907.0,18863088,22064735,14213090,Approved
788,2,Graduate,Yes,6013481.0,13547416,6,840.0,,14366271,17595649,11253939,Approved
789,2,Graduate,No,7584382.0,20393843,10,709.0,6795302.0,8275583,7358231,9676762,Approved
790,5,Not Graduate,Yes,4241328.0,1811526,8,455.0,4607533.0,8785118,9275620,5401141,Approved
791,0,Graduate,Yes,7789438.0,34628503,2,845.0,23864565.0,251684,14347508,1325360,Approved
792,3,Graduate,No,8312499.0,11685564,2,739.0,15803432.0,18466765,4523434,1249754,Approved
793,3,Graduate,Yes,1014356.0,23700557,14,536.0,201806.0,12212102,20807365,2858525,Rejected
794,3,Graduate,Yes,7360481.0,26059289,8,,14344950.0,15462503,16476159,13798274,Approved
795,0,Not Graduate,No,1362320.0,1331232,2,356.0,20387082.0,5991063,3116504,4305419,Rejected
796,5,Graduate,No,2528897.0,28852761,12,474.0,816035.0,10126843,13614057,6589550,Rejected
797,5,Graduate,No,417522.0,15171570,2,513.0,8529930.0,7500854,11521586,3526046,Rejected
798,3,Not Graduate,No,9261418.0,3763357,16,326.0,16802041.0,16683128,9246424,3840420,Approved
799,4,Graduate,No,8200824.0,9346375,18,418.0,23316104.0,17480120,13787309,3756442,Approved
800,5,Graduate,No,6325860.0,29298506,6,446.0,9634725.0,11609718,992330,6442990,Rejected
801,4,Not Graduate,No,4066692.0,23959381,14,564.0,7033982.0,3486127,19350626,11306867,Approved
802,0,Graduate,Yes,7157111.0,22024611,10,702.0,22272880.0,12669836,5712384,10733167,Approved
803,3,Not Graduate,Yes,3352502.0,33103411,6,557.0,7391720.0,11579452,7470203,8311464,Rejected
804,3,Not Graduate,No,1916126.0,33192115,10,488.0,2486842.0,7671530,16214010,2919015,Rejected
805,2,Graduate,No,4818806.0,21489622,20,798.0,16814949.0,17141107,17505396,12328895,Approved
806,4,Not Graduate,No,1980261.0,30808476,14,538.0,4282405.0,703776,19660118,1505802,Rejected
807,5,Graduate,No,428552.0,24266774,14,626.0,7921439.0,13719117,3452610,3639130,Approved
808,5,Graduate,No,6578969.0,27195998,18,369.0,23400931.0,11513842,16864488,6570312,Rejected
809,2,Not Graduate,No,5769038.0,27313570,16,324.0,26616147.0,11353722,10897536,2068751,Rejected
810,0,Not Graduate,No,951247.0,16005180,8,881.0,22097610.0,7061323,21703029,5961741,Approved
811,5,Graduate,Yes,5235992.0,31510908,10,455.0,15427874.0,14415260,867902,10105006,Rejected
812,4,Not Graduate,No,2032413.0,23313769,10,518.0,18013879.0,8951930,16192229,13904029,Rejected
813,0,Not Graduate,Yes,4119668.0,18110762,20,860.0,8323095.0,12200255,23894205,1435287,Approved
814,5,Not Graduate,No,3535430.0,6315408,4,678.0,28810609.0,13765968,880316,5239017,Approved
815,5,Not Graduate,No,446968.0,24395673,14,493.0,28280575.0,16926356,23517351,12785120,Rejected
816,3,Graduate,No,2228851.0,5656465,14,339.0,23910735.0,8041536,6471262,11716726,Rejected
817,3,Graduate,No,3135299.0,30614487,18,896.0,19632180.0,15659376,5564060,6750589,Approved
818,2,Not Graduate,No,1004069.0,5418036,18,642.0,7674767.0,7693201,14172450,1129136,Rejected
819,0,Graduate,No,7932600.0,12033775,8,802.0,1731839.0,9361139,16538964,11150745,Approved
820,2,Not Graduate,No,4463049.0,39417914,10,749.0,14340779.0,2714683,7780490,8835120,Approved
821,4,Graduate,No,8297186.0,6998467,14,635.0,9424973.0,9657388,9422788,9801513,Approved
822,0,Graduate,No,3730662.0,11757788,20,303.0,4199070.0,15289207,205367,13410220,Rejected
823,2,Graduate,No,687843.0,4450926,14,816.0,23511144.0,6243055,7427590,2190705,Approved
824,2,Not Graduate,Yes,1211987.0,5554162,20,796.0,3796845.0,13076543,17519666,12021068,Approved
825,3,Graduate,No,9193338.0,16455687,16,525.0,11214963.0,16640322,19037734,11612308,Approved
826,5,Not Graduate,No,214425.0,9800257,16,449.0,15191347.0,1103427,4974889,3778716,Rejected
827,2,Graduate,No,4707929.0,23683716,4,537.0,681321.0,5978362,1371207,11541083,Rejected
828,2,Graduate,No,277347.0,37807521,18,402.0,13940202.0,3167073,3115263,9193623,Rejected
829,4,Graduate,No,3822058.0,25205552,8,474.0,13601286.0,14633469,7029044,8080844,Rejected
830,2,Not Graduate,No,6039485.0,629649,2,760.0,27458034.0,12518947,14862426,9859447,Approved
831,1,Graduate,No,4910370.0,6879060,2,333.0,15103730.0,9232837,16795796,10521257,Rejected
832,2,Graduate,No,1591819.0,24027749,10,817.0,28919892.0,14731907,19268045,12657235,Approved
833,0,Graduate,Yes,5730912.0,23311815,14,739.0,22312202.0,2087728,4308352,3546982,Approved
834,1,Graduate,No,5951533.0,23360832,10,584.0,20654876.0,2631389,22142743,12586822,Approved
835,2,Not Graduate,Yes,7102288.0,23513171,6,524.0,8454565.0,2306321,21369468,101800,Rejected
836,2,Not Graduate,Yes,4807741.0,10850202,14,864.0,24868000.0,18776123,5063301,6459096,Approved
837,5,Graduate,No,4116053.0,7478559,2,556.0,17157366.0,15167829,19460613,9052130,Approved
838,2,Not Graduate,Yes,3474073.0,34881668,2,358.0,15213511.0,14509449,21387134,12831308,Rejected
839,3,Not Graduate,No,9185739.0,10416815,4,545.0,3599940.0,14018672,6474948,6368254,Approved
840,3,Graduate,No,4423555.0,12350999,2,818.0,7950491.0,1178844,11186365,9600554,Approved
841,0,Not Graduate,No,3785530.0,6092427,18,513.0,5205993.0,14137110,19361570,3050247,Approved
842,3,Not Graduate,No,6197933.0,39195244,8,889.0,17463966.0,4937795,21540942,5080532,Approved
843,1,Graduate,Yes,8138738.0,17659491,14,,3778785.0,6899002,49967,4934900,Approved
844,5,Graduate,No,1171388.0,1004990,10,702.0,15182211.0,3236306,12853096,9427575,Approved
845,0,Not Graduate,Yes,1782904.0,7325007,14,582.0,28310110.0,6252806,4843562,4771646,Rejected
846,2,Not Graduate,No,3522678.0,18568068,14,872.0,16293528.0,11804428,11047714,6531333,Approved
847,0,Graduate,No,599185.0,6253332,2,872.0,664947.0,6126722,5746462,6918985,Approved
848,5,Graduate,No,7553194.0,28331383,2,514.0,18156169.0,18070794,3179625,1596665,Rejected
849,3,Graduate,No,9117933.0,6823058,6,681.0,28736884.0,13264083,6519140,10695731,Approved
850,3,Not Graduate,No,4716974.0,2703752,20,344.0,24952927.0,4497970,542469,13062632,Rejected
851,0,Not Graduate,No,8414378.0,35070460,4,471.0,24986423.0,16313238,2640308,1912596,Rejected
852,4,Not Graduate,No,1394341.0,9190162,14,520.0,10386721.0,19327263,20535375,7629965,Rejected
853,1,Graduate,Yes,1307666.0,34652433,6,684.0,4590389.0,10597110,23092779,8402291,Approved
854,5,Not Graduate,No,1218364.0,22026243,14,394.0,1316540.0,368549,10710407,10524922,Rejected
855,1,Not Graduate,No,690167.0,32266828,18,343.0,3228766.0,18400962,7594559,39225,Rejected
856,1,Graduate,No,2575740.0,20170523,2,527.0,27442093.0,18685639,23376771,10783968,Rejected
857,0,Graduate,Yes,8891195.0,10886257,6,873.0,12985463.0,10996711,8018207,9524888,Approved
858,2,Not Graduate,No,631600.0,25230683,12,616.0,13518969.0,14641866,21151540,5676087,Approved
859,3,Not Graduate,No,2274678.0,3855495,18,634.0,22749921.0,14370553,1700976,5782866,Approved
860,0,Graduate,Yes,2656525.0,2511584,10,900.0,27683020.0,10729334,17329982,4533768,Approved
861,4,Not Graduate,No,1797112.0,24781878,6,766.0,24842113.0,15894442,20569019,4881136,Approved
862,2,Graduate,No,4833682.0,14087289,16,596.0,13955382.0,6306592,16937185,14580718,Approved
863,3,Not Graduate,No,9286658.0,1793488,10,844.0,24559880.0,5086286,17069388,12838387,Approved
864,2,Not Graduate,No,4332857.0,26387196,12,788.0,5843394.0,14460068,13424917,6447076,Approved
865,2,Not Graduate,No,3065264.0,37041434,4,514.0,1899926.0,13830774,10984318,2190819,Rejected
866,3,Not Graduate,Yes,7608040.0,30747422,8,823.0,10618210.0,3102681,16690974,12136611,Approved
867,0,Not Graduate,No,7338197.0,18383375,2,301.0,13377195.0,635960,3263255,11572664,Rejected
868,1,Graduate,Yes,243237.0,31902493,8,506.0,20668178.0,9368511,5557250,541646,Rejected
869,5,Not Graduate,No,3210551.0,32836257,2,640.0,,11179195,3895840,14948432,Rejected
870,5,Graduate,Yes,6396116.0,7274203,8,706.0,25245509.0,10505267,13306333,13818205,Approved
871,2,Graduate,Yes,7810280.0,9051365,4,605.0,11261498.0,4910691,16697313,6342278,Approved
872,1,Graduate,No,1856094.0,16690630,12,806.0,22308402.0,19037521,19172658,7860357,Approved
873,3,Graduate,Yes,7892442.0,38485413,12,768.0,,3000474,9923797,4299726,Approved
874,2,Not Graduate,Yes,985345.0,23675109,16,857.0,807495.0,10573882,23981085,204792,Approved
875,0,Graduate,No,9632245.0,13682760,18,794.0,5376951.0,12573970,21229986,12080179,Approved
876,0,Not Graduate,Yes,2467784.0,1989575,16,560.0,10690610.0,10758071,14724632,5691885,Approved
877,4,Not Graduate,Yes,3174633.0,19527447,2,877.0,18022462.0,14218629,15037024,6879433,Approved
878,3,Graduate,No,6991679.0,16954773,6,881.0,17432711.0,9143579,7588889,2134725,Approved
879,0,Not Graduate,No,3522787.0,3982027,12,663.0,13147635.0,9747631,7566024,3594857,Approved
880,1,Graduate,No,7499258.0,26288325,2,813.0,22890030.0,8632929,18770311,7139126,Approved
881,1,Graduate,No,8636775.0,1663990,16,840.0,22231751.0,3565237,466276,2083571,Approved
882,4,Not Graduate,No,1496181.0,7679619,12,872.0,3626754.0,15444349,4561200,1074683,Approved
883,0,Graduate,No,5772262.0,31670758,2,754.0,27242767.0,9832939,9150983,4476648,Approved
884,0,Graduate,No,6737606.0,6929628,20,443.0,14581504.0,7966242,22402998,14433228,Approved
885,4,Not Graduate,Yes,8258115.0,21471473,4,491.0,11805895.0,3033245,14015316,13177869,Rejected
886,1,Not Graduate,No,7557070.0,33660489,12,652.0,21594135.0,1716655,20978873,3093888,Approved
887,3,Graduate,No,9624200.0,29441536,20,598.0,24399752.0,13368644,6300034,8861408,Approved
888,1,Not Graduate,No,3899618.0,17718734,16,759.0,21571093.0,492659,15801843,5045970,Approved
889,0,Not Graduate,Yes,8118791.0,14399565,10,726.0,28843569.0,8196714,17825805,3292360,Approved
890,1,Not Graduate,Yes,5277817.0,20162848,2,330.0,12036272.0,8890993,7134437,11937956,Rejected
891,4,Graduate,No,2844556.0,32601012,20,631.0,11036967.0,1438130,17977434,5386800,Approved
892,5,Not Graduate,Yes,6616265.0,34667815,4,710.0,24478297.0,4679177,7458195,11522031,Approved
893,4,Not Graduate,No,882622.0,2743647,8,,12222303.0,14248731,3354104,9953163,Rejected
894,2,Not Graduate,No,9482251.0,34167115,8,683.0,13677491.0,7868987,311299,14777476,Approved
895,3,Not Graduate,No,3296818.0,21774535,14,542.0,14520810.0,15711629,2452477,4792901,Rejected
896,1,Graduate,Yes,8487143.0,38734407,4,716.0,4214077.0,7011390,20086423,9115766,Approved
897,1,Graduate,No,4387635.0,997757,14,774.0,19786042.0,11713508,5377242,14098058,Approved
898,5,Graduate,No,2693691.0,22995205,14,691.0,15981805.0,18308086,14807835,14040818,Approved
899,0,Graduate,No,1038537.0,5572098,14,688.0,20840713.0,17518469,2682722,8469172,Approved
900,0,Not Graduate,Yes,7869144.0,30658701,6,872.0,14833966.0,1992190,21885143,1920485,Approved
901,1,Graduate,Yes,8480774.0,21971013,12,768.0,26663275.0,7702749,24097950,13360310,Approved
902,0,Not Graduate,No,8301351.0,34685731,12,707.0,19135795.0,5106578,16162554,4648393,Approved
903,1,Not Graduate,Yes,1050262.0,26515716,8,818.0,24181360.0,11880883,4253250,2853198,Approved
904,3,Graduate,No,3485130.0,33892404,2,488.0,8596295.0,8078525,1783517,6116913,Rejected
905,2,Graduate,No,7715257.0,26462376,18,894.0,24368569.0,3920511,23769791,9303732,Approved
906,5,Not Graduate,No,5189347.0,37498120,4,650.0,26009901.0,7613360,14916980,1763964,Approved
907,4,Not Graduate,No,476016.0,11963415,18,582.0,7835000.0,17125709,23828496,5849318,Rejected
908,2,Graduate,Yes,9699898.0,30917047,16,456.0,7621497.0,3630637,3477381,10066230,Approved
909,1,Graduate,Yes,9594906.0,28785259,2,898.0,13195534.0,10501420,5532142,2639707,Approved
910,2,Not Graduate,Yes,8393168.0,19880993,14,447.0,26509304.0,735582,24405610,13561858,Approved
911,3,Not Graduate,No,2897881.0,16919154,20,369.0,1062200.0,1278521,14968273,14886775,Rejected
912,1,Graduate,No,836024.0,8868477,6,669.0,9158555.0,13131679,5593531,13440911,Approved
913,3,Not Graduate,Yes,2248149.0,35488183,20,887.0,2815387.0,13338121,1570530,3334828,Approved
914,2,Graduate,No,4093644.0,28240748,20,814.0,11057274.0,19173742,21278682,8851536,Approved
915,3,Graduate,No,4334667.0,7105060,18,533.0,21513738.0,9637875,22444810,14559139,Approved
916,2,Graduate,No,6763488.0,36341405,10,766.0,25824171.0,17931043,11532453,1041682,Approved
917,1,Graduate,Yes,3522099.0,36621765,6,856.0,13218931.0,17333333,20412772,14258563,Approved
918,5,Graduate,Yes,3470518.0,27898238,16,586.0,14604062.0,14293887,15915241,11457338,Rejected
919,4,Graduate,Yes,3361663.0,18200340,6,593.0,14569519.0,10886131,13257889,13927768,Approved
920,0,Graduate,No,2108010.0,21457168,14,780.0,28217338.0,10970101,19757230,6490330,Approved
921,5,Graduate,Yes,4737079.0,19254434,14,433.0,7466929.0,12306256,4605290,12862091,Rejected
922,2,Graduate,No,5388537.0,14410617,14,307.0,17927529.0,7967533,11214199,10586174,Rejected
923,5,Not Graduate,No,4702480.0,1131653,2,327.0,13101650.0,19381480,3592888,3422647,Rejected
924,4,Graduate,No,3232563.0,10367284,10,819.0,20766225.0,14140207,7226541,4623386,Approved
925,2,Graduate,No,1686630.0,30643724,2,609.0,,4075469,11946221,658115,Approved
926,0,Not Graduate,Yes,8103232.0,38141062,14,840.0,7950682.0,3508227,5586082,3579260,Approved
927,1,Not Graduate,No,285591.0,8828580,16,793.0,15874709.0,2481410,21083125,3468951,Approved
928,3,Graduate,No,1232673.0,19076781,14,333.0,26141539.0,8978756,11906965,9129936,Rejected
929,3,Not Graduate,No,8097687.0,1362467,2,306.0,25808438.0,11293467,8701165,7436027,Approved
930,1,Not Graduate,No,2246416.0,9583680,6,339.0,5060838.0,2160413,1176181,13317367,Rejected
931,0,Not Graduate,No,6271436.0,28531651,20,629.0,14472573.0,11177010,17818855,9979033,Approved
932,4,Graduate,Yes,2211718.0,12323020,6,361.0,11200185.0,15294248,4694603,13625553,Rejected
933,5,Not Graduate,Yes,3325384.0,3445523,14,385.0,1252768.0,9194538,4474372,5585941,Rejected
934,3,Graduate,Yes,5286870.0,26338055,8,415.0,7384027.0,3080538,10149593,6579218,Rejected
935,1,Not Graduate,No,4167925.0,17293144,6,876.0,21277820.0,7878317,9806617,8931836,Approved
936,1,Not Graduate,Yes,6836206.0,12603216,12,596.0,769528.0,13150718,24342348,10235492,Approved
937,0,Graduate,No,8652082.0,29699587,20,678.0,840071.0,8621427,21822359,4242081,Approved
938,5,Not Graduate,No,5079177.0,10530661,12,621.0,,4180174,12825835,13163146,Approved
939,0,Graduate,No,2671492.0,18431191,20,694.0,1308272.0,14704750,6585666,1977207,Rejected
940,3,Not Graduate,No,2058626.0,22896349,10,656.0,28222974.0,17115051,18028720,6727255,Approved
941,1,Graduate,No,5494512.0,28350645,12,861.0,21725212.0,1813514,10083827,12852652,Approved
942,3,Graduate,Yes,2705777.0,33723099,6,718.0,11661415.0,6750722,649188,14436388,Rejected
943,3,Graduate,Yes,7549561.0,39074853,20,777.0,23298980.0,13555855,4178038,1304982,Approved
944,4,Not Graduate,No,9670066.0,24405705,10,635.0,28791136.0,18222047,15975613,11291047,Approved
945,1,Graduate,Yes,6012085.0,10117103,18,890.0,13265326.0,8132325,24289893,2314922,Approved
946,0,Graduate,Yes,5001080.0,17213581,8,319.0,6733478.0,458248,20002764,5273347,Rejected
947,0,Graduate,No,9128597.0,8052485,4,711.0,21855179.0,13951300,13235278,8866129,Approved
948,5,Not Graduate,Yes,6697809.0,9571569,10,848.0,19350356.0,13539520,1143105,14295005,Approved
949,5,Not Graduate,No,7236687.0,29214687,6,558.0,,6196514,3461258,5874958,Rejected
950,3,Graduate,No,1841089.0,23326176,6,656.0,12082882.0,6413950,13966671,9023460,Approved
951,3,Graduate,No,9296460.0,17396078,8,500.0,,3050914,7785873,10093462,Approved
952,3,Graduate,No,5445868.0,21078094,8,710.0,1173818.0,6774740,15171807,10435326,Approved
953,1,Graduate,No,9673103.0,23874490,10,587.0,7698419.0,15666282,8137479,7869067,Approved
954,5,Graduate,Yes,5946119.0,15553967,14,347.0,22035761.0,2383111,11512774,4683331,Approved
955,2,Not Graduate,Yes,1952362.0,14002784,8,857.0,28036871.0,10177788,13342255,13674051,Approved
956,2,Graduate,No,7198983.0,24227900,14,669.0,18576987.0,2975258,4541008,6777779,Approved
957,3,Graduate,No,209013.0,24384930,18,530.0,11378529.0,16074248,7746344,7929512,Rejected
958,0,Graduate,No,5875209.0,13125995,6,394.0,1036349.0,11622107,16016346,2741864,Rejected
959,0,Not Graduate,No,2001952.0,34773851,10,602.0,11012124.0,14658717,2439034,14046669,Rejected
960,4,Not Graduate,Yes,2853668.0,6928251,8,517.0,8480602.0,10459164,5178367,3468602,Rejected
961,0,Not Graduate,No,5690248.0,33251846,18,851.0,18809669.0,10692309,2082311,14074937,Approved
962,3,Graduate,No,6410095.0,10792836,10,686.0,28449597.0,514190,3344115,205175,Approved
963,1,Graduate,No,7848273.0,37342654,20,390.0,2713510.0,17429106,21939876,11378362,Approved
964,2,Graduate,No,2483997.0,35301017,4,357.0,18890950.0,8807240,17874340,7232967,Rejected
965,1,Graduate,No,6389023.0,28870592,20,733.0,16212652.0,14502105,24960831,7149974,Approved
966,2,Not Graduate,No,878870.0,25845471,2,821.0,5726144.0,10868879,22948026,370048,Approved
967,4,Not Graduate,No,2426954.0,21338318,14,782.0,2805319.0,10491020,8645758,1919031,Approved
968,1,Not Graduate,Yes,6758035.0,3852138,2,666.0,2621784.0,9277535,20393047,7077322,Approved
969,3,Not Graduate,No,4170578.0,31946748,16,706.0,27508605.0,16675223,13040684,817626,Approved
970,2,Graduate,Yes,8646563.0,13632568,18,817.0,5163389.0,1570621,19074959,8214019,Approved
971,3,Not Graduate,Yes,7232905.0,39386454,14,630.0,16247862.0,3882680,2209561,1726236,Approved
972,5,Graduate,No,7527511.0,33857900,18,534.0,11373068.0,12735267,13345791,10772496,Rejected
973,4,Graduate,No,4441523.0,8053653,20,710.0,19465335.0,17565115,5060853,5603760,Approved
974,1,Not Graduate,Yes,6974452.0,19965209,12,482.0,12466995.0,17519348,23805338,2412498,Rejected
975,0,Graduate,No,1657315.0,366083,14,586.0,18687803.0,1185749,10493145,6717676,Approved
976,1,Graduate,Yes,5999494.0,9971451,6,422.0,13263127.0,13573499,24173994,2031922,Approved
977,3,Graduate,No,2470429.0,26275682,18,457.0,27276338.0,15076040,15489038,317177,Rejected
978,0,Not Graduate,No,,25311705,6,622.0,14632604.0,6134037,4083455,7569431,Approved
979,2,Not Graduate,No,9617360.0,11626949,12,312.0,26810704.0,820593,21973718,12056563,Approved
980,3,Graduate,No,3150319.0,29805636,8,865.0,725740.0,5738093,12112408,1898099,Approved
981,2,Not Graduate,No,8955148.0,21847944,18,854.0,5024220.0,13718786,16146923,14263285,Approved
982,4,Graduate,No,2313527.0,35063042,2,862.0,10311087.0,5936337,23340867,13812392,Approved
983,0,Graduate,No,333783.0,28059964,18,503.0,21234711.0,10957577,21145891,14411576,Approved
984,0,Not Graduate,No,471326.0,16313020,8,601.0,10543982.0,9354851,17457743,3949495,Rejected
985,4,Not Graduate,No,6062234.0,11980331,20,342.0,14782314.0,15579156,3050158,136479,Rejected
986,2,Not Graduate,No,9577643.0,29595842,10,896.0,22109931.0,13058663,3988199,4719006,Approved
987,4,Graduate,No,3779894.0,15167027,2,805.0,16490677.0,16220530,13598522,3379952,Approved
988,2,Not Graduate,Yes,9781176.0,24823728,2,490.0,24442296.0,17034632,3343828,2712975,Approved
989,1,Not Graduate,Yes,7037888.0,21261268,12,359.0,15039842.0,12416503,8758195,13619615,Rejected
990,4,Not Graduate,No,8708878.0,6337240,20,765.0,17582967.0,2454264,15558183,12860201,Approved
991,4,Graduate,No,4085506.0,16718558,2,678.0,17849272.0,3199822,3801770,660345,Approved
992,4,Not Graduate,No,2955077.0,30543785,4,728.0,12552040.0,8332211,10417847,7167777,Rejected
993,1,Not Graduate,No,1337485.0,11820721,6,361.0,2981179.0,12502111,15069776,12328418,Rejected
994,3,Graduate,No,1695734.0,38147367,14,601.0,9680781.0,12363183,9589122,3101946,Rejected
995,2,Graduate,Yes,5420901.0,5022408,4,471.0,3693501.0,13396468,19707462,13054628,Approved
996,0,Graduate,No,6097829.0,17387198,10,804.0,24286630.0,10771307,10506891,3975567,Approved
997,5,Not Graduate,No,495943.0,18378328,18,362.0,8389659.0,16120241,706752,14842708,Rejected
998,0,Not Graduate,No,2757145.0,22987029,20,315.0,26057194.0,18980262,22195882,7530636,Rejected
999,5,Not Graduate,No,234510.0,35863846,16,400.0,14967145.0,15348879,11501668,5855609,Rejected
1000,2,Not Graduate,Yes,,24108507,16,475.0,6066034.0,15625755,3802181,13200503,Rejected
1001,1,Not Graduate,No,9321334.0,7705396,4,492.0,24136161.0,15541564,11613357,8213841,Approved
1002,3,Graduate,No,6121507.0,22067274,2,572.0,,4714245,1583547,213441,Rejected
1003,5,Graduate,Yes,8535447.0,37643472,18,766.0,21355489.0,16135397,11146454,8629111,Approved
1004,4,Graduate,No,4874569.0,7904658,20,474.0,1391380.0,10108025,16630360,14261408,Approved
1005,4,Graduate,No,8396403.0,37781151,8,533.0,12238575.0,6333934,23431875,14314600,Approved
1006,3,Graduate,No,8447729.0,15745240,18,515.0,3726800.0,7640769,12919102,10433361,Approved
1007,4,Not Graduate,Yes,7282785.0,38406836,14,790.0,21628905.0,14375503,21690592,2089051,Approved
1008,5,Graduate,No,331235.0,1556919,12,716.0,28143395.0,5376174,24272220,7986594,Approved
1009,1,Graduate,No,6806140.0,27028090,20,832.0,872330.0,16571912,19822979,12708,Approved
1010,2,Graduate,No,2773283.0,8505850,18,750.0,7136825.0,17286414,21290324,5389003,Approved
1011,1,Graduate,No,4638671.0,35958316,20,579.0,7723417.0,15532819,4237126,8153639,Rejected
1012,5,Not Graduate,No,1016462.0,22037884,8,543.0,27409872.0,8482509,8367764,11029383,Rejected
1013,5,Not Graduate,No,7595345.0,36187014,2,445.0,,11559498,755191,4443189,Rejected
1014,0,Not Graduate,No,9491605.0,27809304,10,366.0,3309017.0,5844061,16831616,1497688,Rejected
1015,4,Graduate,No,9761887.0,15014486,12,402.0,,2667009,11862459,3649158,Rejected
1016,5,Not Graduate,Yes,1671274.0,25433019,12,609.0,5348788.0,1166513,23568770,6948353,Rejected
1017,1,Not Graduate,Yes,4294290.0,24473532,2,416.0,16632559.0,8415885,23918609,13208672,Rejected
1018,3,Not Graduate,Yes,2616551.0,21924383,14,771.0,23679683.0,3850117,13702698,1971767,Approved
1019,5,Graduate,Yes,1078839.0,29122685,16,620.0,9998786.0,7909670,7443531,3686368,Approved
1020,0,Not Graduate,Yes,6949602.0,28816502,10,734.0,7122792.0,8010982,5296680,3524455,Approved
1021,4,Not Graduate,Yes,3241035.0,11123904,4,669.0,13202277.0,8154347,22849499,8560824,Approved
1022,1,Not Graduate,Yes,6338708.0,17087516,4,486.0,6250784.0,8615979,4369687,5604784,Approved
